,Timestamp,Open,High,Low,Close,Adj Close,Volume,target_scaled,lag_1,DayOfWeek,IsHoliday,DayOfMonth,MonthOfYear,TimeOfDay,log_price,diff_price
0,2022-12-23 09:30:00,130.9199981689453,131.76890563964844,129.63999938964844,131.38999938964844,131.38999938964844,19807195,0.09188898253452371,,Friday,False,23,12,Morning,4.885752107339311,
1,2022-12-23 10:30:00,131.39500427246094,132.4149932861328,130.2530975341797,131.0084991455078,131.0084991455078,10916782,0.08674885484546269,131.38999938964844,Friday,False,23,12,Morning,4.882866307979556,-0.381500244140625
2,2022-12-23 11:30:00,131.00999450683594,131.72999572753906,130.72999572753906,131.4886932373047,131.4886932373047,6436819,0.09321872999044123,131.0084991455078,Friday,False,23,12,Morning,4.8864973077270415,0.480194091796875
3,2022-12-23 12:30:00,131.48500061035156,131.75999450683594,130.860107421875,131.30999755859375,131.30999755859375,5212133,0.09081108118768166,131.4886932373047,Friday,False,23,12,Morning,4.885147635602152,-0.1786956787109375
4,2022-12-23 13:30:00,131.32000732421875,131.5,130.80999755859375,131.23500061035156,131.23500061035156,4829374,0.08980061292147345,131.30999755859375,Friday,False,23,12,Evening,4.884580647371262,-0.0749969482421875
5,2022-12-23 14:30:00,131.25,131.99899291992188,131.22999572753906,131.4199981689453,131.4199981689453,6357574,0.092293169841007,131.23500061035156,Friday,False,23,12,Evening,4.885978675669071,0.18499755859375
6,2022-12-23 15:30:00,131.4199981689453,131.89999389648438,131.1999969482422,131.86000061035156,131.86000061035156,5771418,0.09822152445430876,131.4199981689453,Friday,False,23,12,Evening,4.88929594683104,0.44000244140625
7,2022-12-27 09:30:00,131.3800048828125,131.41000366210938,128.72000122070312,130.1652069091797,130.1652069091797,19654999,0.07538679193594944,131.86000061035156,Tuesday,False,27,12,Morning,4.8764576500995656,-1.694793701171875
8,2022-12-27 10:30:00,130.16000366210938,130.38999938964844,129.17999267578125,129.72569274902344,129.72569274902344,10795118,0.06946501615978273,130.1652069091797,Tuesday,False,27,12,Morning,4.873101179345091,-0.43951416015625
9,2022-12-27 11:30:00,129.72000122070312,130.5299072265625,129.50999450683594,129.92999267578125,129.92999267578125,7518424,0.07221764273481024,129.72569274902344,Tuesday,False,27,12,Morning,4.874662773299702,0.2042999267578125
10,2022-12-27 12:30:00,129.9250030517578,130.3699951171875,129.67999267578125,130.0050048828125,130.0050048828125,5515019,0.07322831658967899,129.92999267578125,Tuesday,False,27,12,Morning,4.87523552768366,0.07501220703125
11,2022-12-27 13:30:00,129.9949951171875,130.16000366210938,129.6199951171875,129.92990112304688,129.92990112304688,6673932,0.07221640920284744,130.0050048828125,Tuesday,False,27,12,Evening,4.8746620740499385,-0.075103759765625
12,2022-12-27 14:30:00,129.92030334472656,130.41000366210938,129.8800048828125,130.25999450683594,130.25999450683594,6153779,0.07666390869478645,129.92990112304688,Tuesday,False,27,12,Evening,4.877180047196086,0.3300933837890625
13,2022-12-27 15:30:00,130.27000427246094,130.58999633789062,129.94000244140625,130.02999877929688,130.02999877929688,5793716,0.07356507081552821,130.25999450683594,Tuesday,False,27,12,Evening,4.875426295300283,-0.2299957275390625
14,2022-12-28 09:30:00,129.6699981689453,131.02749633789062,129.22000122070312,129.65499877929688,129.65499877929688,14651701,0.06851252389582707,130.02999877929688,Wednesday,False,28,12,Morning,4.872560252078911,-0.375
15,2022-12-28 10:30:00,129.63999938964844,129.96499633789062,127.3000030517578,127.61000061035156,127.61000061035156,14643306,0.0409593260310297,129.65499877929688,Wednesday,False,28,12,Morning,4.8567845740237505,-2.0449981689453125
16,2022-12-28 11:30:00,127.62000274658205,127.87999725341795,126.41000366210938,126.79000091552734,126.79000091552734,13086075,0.029911094211723332,127.61000061035156,Wednesday,False,28,12,Morning,4.850388298784924,-0.8199996948242188
17,2022-12-28 12:30:00,126.80999755859376,128.38999938964844,126.79000091552734,127.43699645996094,127.43699645996094,10109451,0.03862836179862539,126.79000091552734,Wednesday,False,28,12,Morning,4.8554384841764815,0.6469955444335938
18,2022-12-28 13:30:00,127.43000030517578,127.44000244140624,126.83999633789062,127.03820037841795,127.03820037841795,6644687,0.03325519936292176,127.43699645996094,Wednesday,False,28,12,Evening,4.852328659851513,-0.39879608154298296
19,2022-12-28 14:30:00,127.04000091552734,127.5,125.91999816894533,126.19000244140624,126.19000244140624,10496016,0.021827039699067408,127.03820037841795,Wednesday,False,28,12,Evening,4.845682050658347,-0.8481979370117188
20,2022-12-28 15:30:00,126.18499755859376,126.2699966430664,125.87000274658205,126.0500030517578,126.0500030517578,8962152,0.019940763739258793,126.19000244140624,Wednesday,False,28,12,Evening,4.844580733786305,-0.1399993896484375
21,2022-12-29 09:30:00,127.98999786376952,129.77000427246094,127.7300033569336,129.38999938964844,129.38999938964844,23509750,0.06494206562945148,126.0500030517578,Thursday,False,29,12,Morning,4.870529954754412,3.339996337890639
22,2022-12-29 10:30:00,129.38999938964844,130.05999755859375,129.1300048828125,129.85000610351562,129.85000610351562,10890066,0.07113994697662873,129.38999938964844,Thursday,False,29,12,Morning,4.874051675621287,0.4600067138671875
23,2022-12-29 11:30:00,129.86000061035156,130.4813995361328,129.7899932861328,129.99830627441406,129.99830627441406,8760543,0.07313806316773275,129.85000610351562,Thursday,False,29,12,Morning,4.875184393914623,0.1483001708984375
24,2022-12-29 12:30:00,129.99240112304688,130.09829711914062,129.3249969482422,129.52000427246094,129.52000427246094,6897882,0.06669368101665252,129.99830627441406,Thursday,False,29,12,Morning,4.871526504459267,-0.478302001953125
25,2022-12-29 13:30:00,129.52000427246094,130.24000549316406,129.40499877929688,130.0,130.0,6114981,0.07316088350904493,129.52000427246094,Thursday,False,29,12,Evening,4.875197323201151,0.4799957275390625
26,2022-12-29 14:30:00,130.0019989013672,130.10000610351562,129.6999969482422,129.9499969482422,129.9499969482422,6437197,0.07248716946868594,130.0,Thursday,False,29,12,Evening,4.874815547648964,-0.0500030517578125
27,2022-12-29 15:30:00,129.9499969482422,130.22000122070312,129.55999755859375,129.60000610351562,129.60000610351562,6308537,0.06777158236349456,129.9499969482422,Thursday,False,29,12,Evening,4.872139263576752,-0.3499908447265625
28,2022-12-30 09:30:00,128.41000366210938,128.69000244140625,127.43000030517578,128.4250030517578,128.4250030517578,15927353,0.05194022756403238,129.60000610351562,Friday,False,30,12,Morning,4.863101586367319,-1.1750030517578125
29,2022-12-30 10:30:00,128.4250030517578,129.25,128.0800018310547,128.30999755859375,128.30999755859375,10929791,0.05039070583007299,128.4250030517578,Friday,False,30,12,Morning,4.862212603427501,-0.1150054931640625
30,2022-12-30 11:30:00,128.32000732421875,129.0800018310547,128.2100067138672,128.81500244140625,128.81500244140625,7048763,0.05719486813697516,128.30999755859375,Friday,False,30,12,Morning,4.866110378803679,0.5050048828125
31,2022-12-30 12:30:00,128.81500244140625,129.02999877929688,128.02000427246094,128.3300018310547,128.3300018310547,5931448,0.05066023256394869,128.81500244140625,Friday,False,30,12,Morning,4.862367291585157,-0.4850006103515625
32,2022-12-30 13:30:00,128.3300018310547,128.6699981689453,127.97000122070312,128.22000122070312,128.22000122070312,6151192,0.04917814391062336,128.3300018310547,Friday,False,30,12,Evening,4.8615163875767236,-0.1100006103515625
33,2022-12-30 14:30:00,128.22500610351562,129.17999267578125,128.0800018310547,128.91000366210938,128.91000366210938,8598240,0.05847486313705885,128.22000122070312,Friday,False,30,12,Evening,4.866841931197229,0.69000244140625
34,2022-12-30 15:30:00,128.9199981689453,129.9499969482422,128.86000061035156,129.9499969482422,129.9499969482422,11542723,0.07248716946868594,128.91000366210938,Friday,False,30,12,Evening,4.874815547648964,1.0399932861328125
35,2023-01-03 09:30:00,130.27999877929688,130.89999389648438,125.2300033569336,125.45999908447266,125.45999908447266,27775505,0.011991369799210894,129.9499969482422,Tuesday,False,3,1,Morning,4.839926045390808,-4.489997863769531
36,2023-01-03 10:30:00,125.45999908447266,125.87000274658205,124.7300033569336,125.34500122070312,125.34500122070312,18104999,0.010441950859581661,125.45999908447266,Tuesday,False,3,1,Morning,4.839016270097102,-0.11499786376953125
37,2023-01-03 11:30:00,125.3501968383789,125.37000274658205,124.3490982055664,124.66000366210938,124.66000366210938,11248777,0.0012126647137800095,125.34500122070312,Tuesday,False,3,1,Morning,4.833579876117801,-0.68499755859375
38,2023-01-03 12:30:00,124.66000366210938,124.94000244140624,124.19000244140624,124.64990234375,124.64990234375,8860080,0.0010765650205490918,124.66000366210938,Tuesday,False,3,1,Morning,4.8334994867807834,-0.010101318359375
39,2023-01-03 13:30:00,124.6698989868164,125.0,124.19000244140624,124.56999969482422,124.56999969482422,8388062,0.0,124.64990234375,Tuesday,False,3,1,Evening,4.832863369570549,-0.07990264892578125
40,2023-01-03 14:30:00,124.5780029296875,125.33000183105467,124.16999816894533,124.62000274658205,124.62000274658205,11718707,0.0006737140403592079,124.56999969482422,Tuesday,False,3,1,Evening,4.833261498890445,0.05000305175782671
41,2023-01-03 15:30:00,124.62999725341795,125.41999816894533,124.625,125.0500030517578,125.0500030517578,10631332,0.006467305286722569,124.62000274658205,Tuesday,False,3,1,Evening,4.836678677844621,0.43000030517575283
42,2023-01-04 09:30:00,126.88999938964844,127.55500030517578,125.08000183105467,125.99829864501952,125.99829864501952,25459455,0.01924412656325747,125.0500030517578,Wednesday,False,4,1,Morning,4.844173689872948,0.9482955932617188
43,2023-01-04 10:30:00,125.98999786376952,127.5,125.33399963378906,127.37999725341795,127.37999725341795,11053975,0.03786038535744085,125.99829864501952,Wednesday,False,4,1,Morning,4.854994594489473,1.3816986083984375
44,2023-01-04 11:30:00,127.38999938964844,128.65570068359375,127.37999725341795,128.06500244140625,128.06500244140625,9666212,0.047089774297573106,127.37999725341795,Wednesday,False,4,1,Morning,4.860316172343894,0.6850051879882955
45,2023-01-04 12:30:00,128.0749969482422,128.22000122070312,126.93000030517578,127.26010131835938,127.26010131835938,5544069,0.03624497245780112,128.06500244140625,Wednesday,False,4,1,Morning,4.854060243665511,-0.804901123046875
46,2023-01-04 13:30:00,127.26499938964844,127.87000274658205,125.62000274658205,125.7249984741211,125.7249984741211,9752574,0.01556182806558648,127.26010131835938,Wednesday,False,4,1,Evening,4.842019372317545,-1.5351028442382812
47,2023-01-04 14:30:00,125.72000122070312,126.8499984741211,125.37999725341795,125.83000183105467,125.83000183105467,10742232,0.01697658643260791,125.7249984741211,Wednesday,False,4,1,Evening,4.842847621516417,0.10500335693357954
48,2023-01-04 15:30:00,125.83989715576172,126.4800033569336,125.27999877929688,126.37999725341795,126.37999725341795,8384124,0.02438692690490485,125.83000183105467,Wednesday,False,4,1,Evening,4.847174723381106,0.5499954223632812
49,2023-01-05 09:30:00,127.12999725341795,127.7699966430664,125.31999969482422,126.7699966430664,126.7699966430664,21850724,0.02964156747784763,126.37999725341795,Thursday,False,5,1,Morning,4.850231746329978,0.3899993896484517
50,2023-01-05 10:30:00,126.76000213623048,127.02999877929688,126.16000366210938,126.55989837646484,126.55989837646484,9990903,0.02681081721184153,126.7699966430664,Thursday,False,5,1,Morning,4.848586045469109,-0.2100982666015625
51,2023-01-05 11:30:00,126.5500030517578,127.08000183105467,126.1999969482422,126.5031967163086,126.5031967163086,7404291,0.026046849749536527,126.55989837646484,Thursday,False,5,1,Morning,4.84814143656895,-0.05670166015625
52,2023-01-05 12:30:00,126.5,126.87000274658205,125.80010223388672,126.4800033569336,126.4800033569336,7045330,0.02573435498562282,126.5031967163086,Thursday,False,5,1,Morning,4.847959515882157,-0.023193359375
53,2023-01-05 13:30:00,126.48999786376952,127.04000091552734,125.80999755859376,125.88870239257812,125.88870239257812,6003993,0.017767486009434785,126.4800033569336,Thursday,False,5,1,Evening,4.8433103431178886,-0.5913009643554688
54,2023-01-05 14:30:00,125.88999938964844,126.37999725341795,125.02999877929688,125.16000366210938,125.16000366210938,10075109,0.007949393940048122,125.88870239257812,Thursday,False,5,1,Evening,4.837550971682282,-0.72869873046875
55,2023-01-05 15:30:00,125.16999816894533,125.3000030517578,124.76000213623048,125.0199966430664,125.0199966430664,9464321,0.006063015185909348,125.16000366210938,Thursday,False,5,1,Evening,4.836440597875807,-0.14000701904296875
56,2023-01-06 09:30:00,126.01000213623048,127.3499984741211,124.88999938964844,126.375,126.375,21496694,0.02431959661860117,125.0199966430664,Friday,False,6,1,Morning,4.847135491542889,1.3550033569335938
57,2023-01-06 10:30:00,126.375,128.0399932861328,126.34010314941406,127.24500274658205,127.24500274658205,10581541,0.03604154247826674,126.375,Friday,False,6,1,Morning,4.853942518352794,0.8700027465820455
58,2023-01-06 11:30:00,127.25,128.47999572753906,127.01000213623048,128.32989501953125,128.32989501953125,8905736,0.050658793443325356,127.24500274658205,Friday,False,6,1,Morning,4.862366465701247,1.0848922729492045
59,2023-01-06 12:30:00,128.3217010498047,128.39999389648438,127.77999877929688,128.25,128.25,6641033,0.04958233121710642,128.32989501953125,Friday,False,6,1,Morning,4.861748513388538,-0.07989501953125
60,2023-01-06 13:30:00,128.24000549316406,129.5500030517578,128.24000549316406,129.3350067138672,129.3350067138672,8218980,0.06420112409711898,128.25,Friday,False,6,1,Evening,4.870108110471667,1.0850067138671875
61,2023-01-06 14:30:00,129.33999633789062,130.2899932861328,129.30499267578125,129.80999755859375,129.80999755859375,10559575,0.07060089350887733,129.3350067138672,Friday,False,6,1,Evening,4.873745870036377,0.4749908447265625
62,2023-01-06 15:30:00,129.81500244140625,130.0500030517578,129.33999633789062,129.52000427246094,129.52000427246094,9922349,0.06669368101665252,129.80999755859375,Friday,False,6,1,Evening,4.871526504459267,-0.2899932861328125
63,2023-01-09 09:30:00,130.46499633789062,132.73500061035156,130.46499633789062,132.56500244140625,132.56500244140625,18383099,0.1077203373339859,129.52000427246094,Monday,False,9,1,Morning,4.8945882690117095,3.0449981689453125
64,2023-01-09 10:30:00,132.5749969482422,133.41000366210938,132.46359252929688,133.0850067138672,133.0850067138672,10329185,0.11472659329412971,132.56500244140625,Monday,False,9,1,Morning,4.898473977279649,0.5200042724609375
65,2023-01-09 11:30:00,133.08999633789062,133.17999267578125,132.57000732421875,132.7449951171875,132.7449951171875,6642253,0.11014546117288537,133.0850067138672,Monday,False,9,1,Morning,4.895934965391403,-0.3400115966796875
66,2023-01-09 12:30:00,132.74000549316406,132.8300018310547,132.25,132.4949951171875,132.4949951171875,5968816,0.10677709655975143,132.7449951171875,Monday,False,9,1,Morning,4.894063987378651,-0.25
67,2023-01-09 13:30:00,132.4949951171875,132.51010131835938,131.19000244140625,131.4949951171875,131.4949951171875,8728941,0.0933036381072152,132.4949951171875,Monday,False,9,1,Evening,4.886544872012399,-1.0
68,2023-01-09 14:30:00,131.49000549316406,131.5666961669922,130.33999633789062,130.4499969482422,130.4499969482422,6861497,0.07922389869495405,131.4949951171875,Monday,False,9,1,Evening,4.878626527959779,-1.0449981689453125
69,2023-01-09 15:30:00,130.44500732421875,130.57000732421875,129.88999938964844,130.19000244140625,130.19000244140625,6115920,0.07572087350921253,130.4499969482422,Monday,False,9,1,Evening,4.876646672702637,-0.2599945068359375
70,2023-01-10 09:30:00,130.25999450683594,131.2635955810547,129.3300018310547,129.41000366210938,129.41000366210938,16552534,0.06521159236332696,130.19000244140625,Tuesday,False,10,1,Morning,4.870683361750317,-0.779998779296875
71,2023-01-10 10:30:00,129.4001007080078,129.4001007080078,128.1199951171875,129.02999877929688,129.02999877929688,10716462,0.060091612362991986,129.41000366210938,Tuesday,False,10,1,Morning,4.867765183675371,-0.3800048828125
72,2023-01-10 11:30:00,129.02000427246094,129.24000549316406,128.4499969482422,129.1199951171875,129.1199951171875,6613647,0.061304174282441615,129.02999877929688,Tuesday,False,10,1,Morning,4.868457064079693,0.089996337890625
73,2023-01-10 12:30:00,129.11000061035156,130.0,129.05169677734375,129.65989685058594,129.65989685058594,6298095,0.0685785178558378,129.1199951171875,Tuesday,False,10,1,Morning,4.872597739963234,0.5399017333984375
74,2023-01-10 13:30:00,129.6501007080078,130.69000244140625,129.57000732421875,130.3612060546875,130.3612060546875,7107016,0.07802757827968154,129.65989685058594,Tuesday,False,10,1,Evening,4.877950826955267,0.7013092041015625
75,2023-01-10 14:30:00,130.3699951171875,130.4199981689453,129.75999450683594,130.14999389648438,130.14999389648438,5775215,0.07518182004146112,130.3612060546875,Tuesday,False,10,1,Evening,4.876341659774448,-0.211212158203125
76,2023-01-10 15:30:00,130.14999389648438,130.75,130.00999450683594,130.75,130.75,5478675,0.08326597734844698,130.14999389648438,Tuesday,False,10,1,Evening,4.880906187421472,0.600006103515625
77,2023-01-11 09:30:00,131.25,132.1083984375,130.4600067138672,132.02000427246094,132.02000427246094,16473035,0.10037732714799308,130.75,Wednesday,False,11,1,Morning,4.890499524975211,1.2700042724609375
78,2023-01-11 10:30:00,132.02000427246094,132.07000732421875,131.08999633789062,131.68499755859375,131.68499755859375,8848759,0.0958636281073828,132.02000427246094,Wednesday,False,11,1,Morning,4.887977879623595,-0.3350067138671875
79,2023-01-11 11:30:00,131.67999267578125,132.86000061035156,131.47000122070312,132.8000030517578,132.8000030517578,7425343,0.11088660829387842,131.68499755859375,Wednesday,False,11,1,Morning,4.896346170502482,1.1150054931640625
80,2023-01-11 12:30:00,132.8000030517578,133.24000549316406,132.41000366210938,132.8000030517578,132.8000030517578,6775223,0.11088660829387842,132.8000030517578,Wednesday,False,11,1,Morning,4.896346170502482,0.0
81,2023-01-11 13:30:00,132.80799865722656,132.875,132.1649932861328,132.40499877929688,132.40499877929688,5207985,0.10556453464030158,132.8000030517578,Wednesday,False,11,1,Evening,4.893389604888133,-0.3950042724609375
82,2023-01-11 14:30:00,132.40890502929688,133.05999755859375,132.32000732421875,132.9217987060547,132.9217987060547,6183876,0.11252761698174685,132.40499877929688,Wednesday,False,11,1,Evening,4.897256037849106,0.5167999267578125
83,2023-01-11 15:30:00,132.92999267578125,133.50999450683594,132.66000366210938,133.47999572753906,133.47999572753906,8493592,0.12004846135904601,132.9217987060547,Wednesday,False,11,1,Evening,4.901415457330127,0.558197021484375
84,2023-01-12 09:30:00,133.8800048828125,134.25999450683594,131.44000244140625,132.97030639648438,132.97030639648438,21050637,0.11318118333337956,133.47999572753906,Thursday,False,12,1,Morning,4.897618181339234,-0.5096893310546875
85,2023-01-12 10:30:00,132.97999572753906,133.42999267578125,131.99000549316406,132.4149932861328,132.4149932861328,8543552,0.10569919521290916,132.97030639648438,Thursday,False,12,1,Morning,4.893464520615124,-0.5553131103515625
86,2023-01-12 11:30:00,132.4199981689453,134.0850067138672,132.07000732421875,134.00999450683594,134.00999450683594,6934494,0.1271893778917974,132.4149932861328,Thursday,False,12,1,Morning,4.905348809082064,1.595001220703125
87,2023-01-12 12:30:00,134.00999450683594,134.22000122070312,132.75999450683594,132.80999755859375,132.80999755859375,7706908,0.111021268866486,134.00999450683594,Thursday,False,12,1,Morning,4.896420865071577,-1.1999969482421875
88,2023-01-12 13:30:00,132.8000030517578,134.19000244140625,132.4199981689453,133.19749450683594,133.19749450683594,7425868,0.11624219289911175,132.80999755859375,Thursday,False,12,1,Evening,4.899312554518558,0.3874969482421875
89,2023-01-12 14:30:00,133.19749450683594,133.55990600585938,132.8300018310547,133.18499755859375,133.18499755859375,6559278,0.11607381578618714,133.19749450683594,Thursday,False,12,1,Evening,4.899219426623701,-0.0124969482421875
90,2023-01-12 15:30:00,133.19000244140625,133.55999755859375,132.77000427246094,133.38999938964844,133.38999938964844,5739468,0.11883589943959616,133.18499755859375,Thursday,False,12,1,Evening,4.900746016017329,0.2050018310546875
91,2023-01-13 09:30:00,132.02999877929688,133.5500030517578,131.66000366210938,133.50999450683594,133.50999450683594,14794088,0.1204526486655293,133.38999938964844,Friday,False,13,1,Morning,4.901638504882158,0.1199951171875
92,2023-01-13 10:30:00,133.50999450683594,133.97000122070312,132.97000122070312,133.02999877929688,133.02999877929688,8734602,0.11398544617313666,133.50999450683594,Friday,False,13,1,Morning,4.898063646382719,-0.4799957275390625
93,2023-01-13 11:30:00,133.0399932861328,133.60000610351562,132.7550048828125,133.51010131835938,133.51010131835938,4899301,0.12045408778615241,133.02999877929688,Friday,False,13,1,Morning,4.901639298960555,0.4801025390625
94,2023-01-13 12:30:00,133.52000427246094,133.7100067138672,133.16000366210938,133.64500427246094,133.64500427246094,4397703,0.12227169713336439,133.51010131835938,Friday,False,13,1,Morning,4.902641716990872,0.1349029541015625
95,2023-01-13 13:30:00,133.66000366210938,134.3800048828125,133.6300048828125,134.24569702148438,134.24569702148438,6066325,0.13036510593007145,133.64500427246094,Friday,False,13,1,Evening,4.907093102222216,0.6006927490234375
96,2023-01-13 14:30:00,134.25,134.61000061035156,134.0399932861328,134.60049438476562,134.60049438476562,5635520,0.13514545346331075,134.24569702148438,Friday,False,13,1,Evening,4.909713021405,0.35479736328125
97,2023-01-13 15:30:00,134.60499572753906,134.9199981689453,134.4600067138672,134.6999969482422,134.6999969482422,6662632,0.1364860971182329,134.60049438476562,Friday,False,13,1,Evening,4.910446544351819,0.0995025634765625
98,2023-01-17 09:30:00,134.75,137.2899932861328,134.2050018310547,136.69000244140625,136.69000244140625,18958546,0.16329835345069776,134.6999969482422,Tuesday,False,17,1,Morning,4.9250047991874615,1.9900054931640625
99,2023-01-17 10:30:00,136.6999969482422,136.7899932861328,134.67999267578125,135.39500427246094,135.39500427246094,10659894,0.14585024942530267,136.69000244140625,Tuesday,False,17,1,Morning,4.915555119170161,-1.2949981689453125
100,2023-01-17 11:30:00,135.38999938964844,136.13999938964844,135.30999755859375,135.58999633789062,135.58999633789062,5683922,0.1484774669174438,135.39500427246094,Tuesday,False,17,1,Morning,4.916983711203837,0.1949920654296875
101,2023-01-17 12:30:00,135.58999633789062,136.30999755859375,135.55999755859375,136.0500030517578,136.0500030517578,5066835,0.15467534826462104,135.58999633789062,Tuesday,False,17,1,Morning,4.920345845016272,0.4600067138671875
102,2023-01-17 13:30:00,136.05999755859375,136.39999389648438,135.39999389648438,135.6605987548828,135.6605987548828,4414004,0.14942872564943666,136.0500030517578,Tuesday,False,17,1,Evening,4.917500470690047,-0.389404296875
103,2023-01-17 14:30:00,135.6649932861328,136.0800018310547,135.60000610351562,135.7050018310547,135.7050018310547,4807866,0.15002698865140318,135.6605987548828,Tuesday,False,17,1,Evening,4.917825332899976,0.044403076171875
104,2023-01-17 15:30:00,135.69500732421875,136.0,135.61000061035156,135.9499969482422,135.9499969482422,6239495,0.1533279201839033,135.7050018310547,Tuesday,False,17,1,Evening,4.91961587342535,0.2449951171875
105,2023-01-18 09:30:00,136.81500244140625,138.61000061035156,136.67999267578125,137.98190307617188,137.98190307617188,19196155,0.18070472297801765,135.9499969482422,Wednesday,False,18,1,Morning,4.934343730958152,2.0319061279296875
106,2023-01-18 10:30:00,137.99000549316406,138.0,136.39999389648438,136.67999267578125,136.67999267578125,9464466,0.16316348728942964,137.98190307617188,Wednesday,False,18,1,Morning,4.924932098705877,-1.301910400390625
107,2023-01-18 11:30:00,136.67999267578125,136.72999572753906,135.44000244140625,135.58299255371094,135.58299255371094,7842650,0.1483831017222883,136.67999267578125,Wednesday,False,18,1,Morning,4.916932433921924,-1.0970001220703125
108,2023-01-18 12:30:00,135.5800018310547,135.9600067138672,135.3300018310547,135.72000122070312,135.72000122070312,5350022,0.15022908230464482,135.58299255371094,Wednesday,False,18,1,Morning,4.917935047735825,0.1370086669921875
